text,label,Pattern Category,text_length,clean_text,UID
Coin Necklace ,0,Not Dark Pattern,2,Coin Necklace,0
Mallet E Speed Lace - Black/Silver,0,Not Dark Pattern,6,Mallet E Speed Lace - Black/Silver,0
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",1,Social Proof,18,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",0
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,1,Obstruction,14,You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,0
Items in your cart are in VERY high-demand.,1,Scarcity,8,Items in your cart are in VERY high-demand.,0
Sign up to our mailing list here and be the first to know about exclusive offers and events,0,Not Dark Pattern,18,Sign up to our mailing list here and be the first to know about exclusive offers and events,0
Items in your cart are selling fast,1,Scarcity,7,Items in your cart are selling fast,0
"No thanks, I don't like winning.",1,Misdirection,6,"No thanks, I don't like winning.",0
Laundry Care,0,Not Dark Pattern,2,Laundry Care,0
Low in stock: only 2 left.,1,Scarcity,6,Low in stock: only 2 left.,0
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,1,Urgency,11,Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,0
"Order soon, only 1 left!",1,Scarcity,5,"Order soon, only 1 left!",0
This campaign was taken down for content reasons,0,Not Dark Pattern,8,This campaign was taken down for content reasons,0
"Hurry, only 2 left in stock!",1,Scarcity,6,"Hurry, only 2 left in stock!",0
AdjustableSnapbacksSale Items- View All -,0,Not Dark Pattern,5,AdjustableSnapbacksSale Items- View All -,0
ONLY 5 LEFT IN STOCK!,1,Scarcity,5,ONLY 5 LEFT IN STOCK!,0
Over 238 people have bought this product,1,Social Proof,7,Over 238 people have bought this product,0
Order in 13:16 to get $200 off your mattress,1,Urgency,9,Order in 13:16 to get $200 off your mattress,0
 Bob Ross Oil Brushes ,0,Not Dark Pattern,4,Bob Ross Oil Brushes,0
"No Thanks, I'd rather pay full price",1,Misdirection,7,"No Thanks, I'd rather pay full price",0
Terra - Medium Brown,0,Not Dark Pattern,4,Terra - Medium Brown,0
Warning: Last items in stock!,1,Scarcity,5,Warning: Last items in stock!,0
Work With More Buyers And Sellers?,0,Not Dark Pattern,6,Work With More Buyers And Sellers?,0
 Lighting,0,Not Dark Pattern,1,Lighting,0
 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse ,0,Not Dark Pattern,9,Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse,0
39 recently purchased it,1,Social Proof,4,39 recently purchased it,0
Limited Time Offer: 10% Off your first order!,1,Urgency,8,Limited Time Offer: 10% Off your first order!,0
Computer Accessories,0,Not Dark Pattern,2,Computer Accessories,0
Aromatherapy ,0,Not Dark Pattern,1,Aromatherapy ,0
A Ritual of Light,0,Not Dark Pattern,4,A Ritual of Light,0
Hurry only 2 left,1,Scarcity,4,Hurry only 2 left,0
21 people looked at this during the last 24 hours,1,Social Proof,10,21 people looked at this during the last 24 hours,0
Black Jeans,0,Not Dark Pattern,2,Black Jeans,0
Build your own powerful multi-vendor marketplace website,0,Not Dark Pattern,7,Build your own powerful multi-vendor marketplace website,0
"Items in your cart are in high demand, but we have reserved your order.",1,Scarcity,14,"Items in your cart are in high demand, but we have reserved your order.",0
167 piece(s) left for this promo,1,Scarcity,6,167 piece(s) left for this promo,0
"No Thanks, I don't like free stuff.",1,Misdirection,7,"No Thanks, I don't like free stuff.",0
Only 32 left in stock,1,Scarcity,5,Only 32 left in stock,0
Less than 10 left!,1,Scarcity,4,Less than 10 left!,0
CUSTOMER SERVICE,0,Not Dark Pattern,2,CUSTOMER SERVICE,0
Hurry! Sale ends in:,1,Urgency,4,Hurry! Sale ends in:,0
NRA Firearms For Freedom,0,Not Dark Pattern,4,NRA Firearms For Freedom,0
Low in stock,1,Scarcity,3,Low in stock,0
Availability: Only 1 Left,1,Scarcity,4,Availability: Only 1 Left,0
 Printed Long Sleeves Casual Blouse For Women ,0,Not Dark Pattern,7,Printed Long Sleeves Casual Blouse For Women,0
Straight Hair Extensions,0,Not Dark Pattern,3,Straight Hair Extensions,0
Radio and GPS Pouches,0,Not Dark Pattern,4,Radio and GPS Pouches,0
Only 3 left!,1,Scarcity,3,Only 3 left!,0
Only 4 unit(s) available!,1,Scarcity,4,Only 4 unit(s) available!,0
Anniversary Gifts by Year,0,Not Dark Pattern,4,Anniversary Gifts by Year,0
All Scrapbooking Supplies,0,Not Dark Pattern,3,All Scrapbooking Supplies,0
"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",1,Misdirection,33,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",0
 New In,0,Not Dark Pattern,2,New In,0
146 people recently purchased this.,1,Social Proof,5,146 people recently purchased this.,0
Only 25 Deals left,1,Scarcity,4,Only 25 Deals left,0
HOW TO MANAGE SIDE EFFECTS,0,Not Dark Pattern,5,HOW TO MANAGE SIDE EFFECTS,0
Website Accessibility,0,Not Dark Pattern,2,Website Accessibility,0
 Item added to cart. View cart and check out. Close ,0,Not Dark Pattern,10,Item added to cart. View cart and check out. Close,0
Heat Mats & Strips,0,Not Dark Pattern,4,Heat Mats & Strips,0
HURRY! YOUR 10% OFF EXPIRES IN 29:43,1,Urgency,7,HURRY! YOUR 10% OFF EXPIRES IN 29:43,0
3 people bought this item last week.,1,Social Proof,7,3 people bought this item last week.,0
 Share on Pinterest ,0,Not Dark Pattern,3,Share on Pinterest,0
Only 8 left in stock,1,Scarcity,5,Only 8 left in stock,0
Hurry! This special sale ends in 2h 42m 0s,1,Urgency,9,Hurry! This special sale ends in 2h 42m 0s,0
Hype. Home,0,Not Dark Pattern,2,Hype. Home,0
VIP OFFERS END 00:54:59,1,Urgency,4,VIP OFFERS END 00:54:59,0
"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",0,Not Dark Pattern,44,"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",0
This is how you can reject or delete your cookies,0,Not Dark Pattern,10,This is how you can reject or delete your cookies,0
Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,0,Not Dark Pattern,10,Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,0
 Email Address ,0,Not Dark Pattern,2,Email Address,0
Your cart is reserved for 14:57 minutes!,1,Urgency,7,Your cart is reserved for 14:57 minutes!,0
"No thanks, I don't want any deals",1,Misdirection,7,"No thanks, I don't want any deals",0
Toddler Boy Underwear and Undershirts,0,Not Dark Pattern,5,Toddler Boy Underwear and Undershirts,0
Collegiate Shooting Programs,0,Not Dark Pattern,3,Collegiate Shooting Programs,0
ONLY 1 ITEM LEFT,1,Scarcity,4,ONLY 1 ITEM LEFT,0
01 Hours 37 Minutes 48 Seconds 1/10s,1,Urgency,7,01 Hours 37 Minutes 48 Seconds 1/10s,0
 Supporting All Artists Create because you can ,0,Not Dark Pattern,7,Supporting All Artists Create because you can,0
HomeFlowersColourful Mixed Roses Bouquet,0,Not Dark Pattern,4,HomeFlowersColourful Mixed Roses Bouquet,0
Send as giftexpand_more,0,Not Dark Pattern,3,Send as giftexpand_more,0
Delivery & Returns,0,Not Dark Pattern,3,Delivery & Returns,0
Only: 9 in stock now,1,Scarcity,5,Only: 9 in stock now,0
"Only 3 left , In Stock",1,Scarcity,6,"Only 3 left , In Stock",0
Livefood Subscription,0,Not Dark Pattern,2,Livefood Subscription,0
Grocery & Liquor,0,Not Dark Pattern,3,Grocery & Liquor,0
 For Wife ,0,Not Dark Pattern,2,For Wife,0
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",1,Urgency,26,"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS : 04HOURS : 13MINS : 28SECS",0
Great for keeping track of your pup while at work,0,Not Dark Pattern,10,Great for keeping track of your pup while at work,0
 Subscribe ,0,Not Dark Pattern,1,Subscribe,0
Powered by,0,Not Dark Pattern,2,Powered by,0
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0,Not Dark Pattern,8,JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0
"Hurry, Only a few left!",1,Scarcity,5,"Hurry, Only a few left!",0
 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit ,0,Not Dark Pattern,12,I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit,0
ONLY 1 LEFT IN THIS SIZE,1,Scarcity,6,ONLY 1 LEFT IN THIS SIZE,0
Looking for your order history?,0,Not Dark Pattern,5,Looking for your order history?,0
Only 82 left in stock!,1,Scarcity,5,Only 82 left in stock!,0
Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here. ,0,Not Dark Pattern,15,Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here.,0
Traditional Snacks,0,Not Dark Pattern,2,Traditional Snacks,0
 Travel Accessories ,0,Not Dark Pattern,2,Travel Accessories,0
eWriters & Graphics Tablets,0,Not Dark Pattern,4,eWriters & Graphics Tablets,0
 EU Delivery & Returns ,0,Not Dark Pattern,4,EU Delivery & Returns,0
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,1,Urgency,15,LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,0
Your order will be reserved for 6:56 minutes.,1,Urgency,8,Your order will be reserved for 6:56 minutes.,0
LESS THAN 8 LEFT IN STOCK!,1,Scarcity,6,LESS THAN 8 LEFT IN STOCK!,0
 United States ,0,Not Dark Pattern,2,United States,0
Limited Time Sale - Buy Now!,1,Urgency,6,Limited Time Sale - Buy Now!,0
 Mobile Terms of Use ,0,Not Dark Pattern,4,Mobile Terms of Use,0
 ALL SALE ,0,Not Dark Pattern,2,ALL SALE,0
MyStore,0,Not Dark Pattern,1,MyStore,0
JUST 1 LEFT!,1,Scarcity,3,JUST 1 LEFT!,0
"Don't snooze, only 1 left",1,Scarcity,5,"Don't snooze, only 1 left",0
I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,19,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,0
"Don't miss out, only 2 left in stock",1,Scarcity,8,"Don't miss out, only 2 left in stock",0
"Someone from Rochedale, Queensland, Australia started buying this!",1,Social Proof,8,"Someone from Rochedale, Queensland, Australia started buying this!",0
 Please click ,0,Not Dark Pattern,2,Please click,0
 Box Springs & Foundations,0,Not Dark Pattern,4,Box Springs & Foundations,0
Countdown,0,Not Dark Pattern,1,Countdown,0
Men's Pullover Sweaters,0,Not Dark Pattern,3,Men's Pullover Sweaters,0
 Tony Bianco ,0,Not Dark Pattern,2,Tony Bianco,0
 LOGO BLACK ,0,Not Dark Pattern,2,LOGO BLACK,0
Everything was perfect. The delivery was very smooth and the products were in great condition as well.,0,Not Dark Pattern,17,Everything was perfect. The delivery was very smooth and the products were in great condition as well.,0
 Face Masks,0,Not Dark Pattern,2,Face Masks,0
LIMITED TIME OFFER!,1,Urgency,3,LIMITED TIME OFFER!,0
Low In Stock Today,1,Scarcity,4,Low In Stock Today,0
Lenscap: Damage Only,1,Misdirection,3,Lenscap: Damage Only,0
With 1-year Care Subscription 10 days history,1,Misdirection,7,With 1-year Care Subscription 10 days history,0
About Ruth Hogan,0,Not Dark Pattern,3,About Ruth Hogan,0
Don't miss out on this item! There is only 1 left in stock.,1,Scarcity,13,Don't miss out on this item! There is only 1 left in stock.,0
"NO, THANKS. I DON'T LIKE DISCOUNTS ",1,Misdirection,6,"NO, THANKS. I DON'T LIKE DISCOUNTS",0
"No thanks, I'd rather pay full price.",1,Misdirection,7,"No thanks, I'd rather pay full price.",0
Wait! Take 10% off Your First Order Deal Expires Soon!,1,Urgency,10,Wait! Take 10% off Your First Order Deal Expires Soon!,0
Diamond Nose Studs,0,Not Dark Pattern,3,Diamond Nose Studs,0
Perhaps you could...,0,Not Dark Pattern,3,Perhaps you could...,0
"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",1,Obstruction,143,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",0
Limited Time Only! 20% Off,1,Urgency,5,Limited Time Only! 20% Off,0
"Hurry, only 2 left in stock",1,Scarcity,6,"Hurry, only 2 left in stock",0
 Casual V-Neck Sleeveless T-Shirt ,0,Not Dark Pattern,4,Casual V-Neck Sleeveless T-Shirt,0
 Businesses in the EU buying from a business in the same country are also charged VAT.,0,Not Dark Pattern,16,Businesses in the EU buying from a business in the same country are also charged VAT.,0
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",1,Social Proof,14,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",0
Hurry only 8 items left!,1,Scarcity,5,Hurry only 8 items left!,0
 Shop ,0,Not Dark Pattern,1,Shop,0
Someone in United States just purchased a,1,Social Proof,7,Someone in United States just purchased a,0
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,1,Urgency,8,LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,0
 Rechargeable ,0,Not Dark Pattern,1,Rechargeable,0
 Redeem Gift Certificates ,0,Not Dark Pattern,3,Redeem Gift Certificates,0
Hurry! 1 items left!,1,Scarcity,4,Hurry! 1 items left!,0
Muc-Off,0,Not Dark Pattern,1,Muc-Off,0
Frequently Asked Questions,0,Not Dark Pattern,3,Frequently Asked Questions,0
We value your input. Share your review so everyone else can enjoy it too.,0,Not Dark Pattern,14,We value your input. Share your review so everyone else can enjoy it too.,0
"Someone in Byron Bay, NSW just bought",1,Social Proof,7,"Someone in Byron Bay, NSW just bought",0
Last 1 left,1,Scarcity,3,Last 1 left,0
Limited quantity available,1,Scarcity,3,Limited quantity available,0
 ॐ Welcome to Devshoppe Sign In or Create an Account ,0,Not Dark Pattern,10,ॐ Welcome to Devshoppe Sign In or Create an Account,0
Code of Conduct,0,Not Dark Pattern,3,Code of Conduct,0
Macro Focussing Rails,0,Not Dark Pattern,3,Macro Focussing Rails,0
Tactical Rifles,0,Not Dark Pattern,2,Tactical Rifles,0
Bottoms Deals,0,Not Dark Pattern,2,Bottoms Deals,0
Checkout within 04:10 so we don't run out of stock!,1,Urgency,10,Checkout within 04:10 so we don't run out of stock!,0
"3,081 people have viewed this item",1,Social Proof,6,"3,081 people have viewed this item",0
 Champagne Taittinger ,0,Not Dark Pattern,2,Champagne Taittinger,0
Hurry! Only 7 left,1,Scarcity,4,Hurry! Only 7 left,0
"19,302 people have added this item to cart",1,Social Proof,8,"19,302 people have added this item to cart",0
